ts,req_count,error_rate,latency_avg,latency_p95,unique_ips,error_concentration,req_count_chg,latency_avg_chg,error_rate_chg,tod_sin,tod_cos,anomaly_score,is_anomaly
2026-07-01 00:20:00,5,0.0,108.4,148.0,5,0.0,0.625,0.9254107676573612,0.0,0.08715574274765817,0.9961946980917455,0.4021507480982046,False
2026-07-01 00:21:00,5,0.0,83.0,152.79999999999998,5,0.0,0.625,0.716399328326588,0.0,0.09150161866340238,0.9958049275746618,0.4894197870636704,False
2026-07-01 00:22:00,11,0.0,126.0909090909091,174.5,11,0.0,1.5277777777777777,1.1695364015042917,0.0,0.09584575252022398,0.9953961983671789,0.4276397238986048,False
2026-07-01 00:23:00,5,0.0,107.4,140.0,5,0.0,0.5952380952380952,0.9743183730021279,0.0,0.10018806161207627,0.9949685182509117,0.41382672074692284,False
2026-07-01 00:24:00,9,0.0,134.11111111111111,197.6,9,0.0,1.2162162162162162,1.2208466203964234,0.0,0.10452846326765346,0.9945218953682733,0.4289646249097984,False
2026-07-01 00:25:00,9,0.0,126.44444444444444,175.2,9,0.0,1.2857142857142858,1.1309837878470288,0.0,0.10886687485196457,0.9940563382223196,0.4080323196235399,False
2026-07-01 00:26:00,5,0.0,122.6,184.2,5,0.0,0.6410256410256411,1.062306135738242,0.0,0.11320321376790672,0.9935718556765875,0.3888585389073649,False
2026-07-01 00:27:00,5,0.0,69.2,137.0,5,0.0,0.6410256410256411,0.5610994627178614,0.0,0.11753739745783764,0.9930684569549263,0.5256283099018488,False
2026-07-01 00:28:00,12,0.0,128.91666666666666,197.29999999999998,12,0.0,1.8181818181818183,1.1515443249037276,0.0,0.12186934340514748,0.992546151641322,0.45069164482935387,False
2026-07-01 00:29:00,13,0.07692307692307693,123.46153846153847,185.79999999999995,13,1.0,1.625,1.0619941375276893,50.0,0.12619896913582976,0.992004949679715,0.5731263122126744,True
2026-07-01 00:30:00,7,0.0,143.14285714285714,166.2,7,0.0,0.7954545454545454,1.2542689748650848,0.0,0.13052619222005157,0.9914448613738104,0.4463148284703848,False
2026-07-01 00:31:00,5,0.2,113.0,147.79999999999998,5,1.0,0.5952380952380952,0.9619951271886098,13.0,0.134850930273723,0.9908658973868822,0.5426148596133604,True
2026-07-01 00:32:00,17,0.058823529411764705,123.41176470588235,168.0,17,1.0,2.0238095238095237,1.0680912707314323,1.0620915032679739,0.13917310096006544,0.9902680687415704,0.4910430748008709,False
2026-07-01 00:33:00,5,0.0,166.2,215.6,5,0.0,0.4629629629629629,1.3150131857769718,0.0,0.14349262199117932,0.9896513868196702,0.5122120926597136,False
2026-07-01 00:34:00,15,0.0,131.6,198.29999999999998,15,0.0,1.5957446808510638,0.9832398543617391,0.0,0.14780941112961063,0.9890158633619168,0.4248065000997786,False
2026-07-01 00:35:00,6,0.0,143.83333333333334,172.5,6,0.0,0.6122448979591836,1.0617284410104229,0.0,0.1521233861899167,0.9883615104677607,0.4245751879330035,False
2026-07-01 00:36:00,9,0.0,122.66666666666667,187.59999999999997,9,0.0,0.9375,0.9045612675425024,0.0,0.15643446504023087,0.9876883405951378,0.3903806669526327,False
2026-07-01 00:37:00,10,0.0,117.8,158.65,10,0.0,0.9615384615384615,0.8564634636603913,0.0,0.1607425656038261,0.9869963665602319,0.4010874443632971,False
2026-07-01 00:38:00,12,0.0,111.16666666666667,174.0,12,0.0,1.3333333333333333,0.8148854029223478,0.0,0.16504760586067763,0.9862856015372314,0.4270721768147466,False
2026-07-01 00:39:00,6,0.0,92.33333333333333,137.75,6,0.0,0.5769230769230769,0.7362321922177333,0.0,0.16934950384902459,0.9855560590580777,0.4860644597802281,False
2026-07-01 00:40:00,5,0.0,95.2,111.8,5,0.0,0.5813953488372093,0.8097992514460702,0.0,0.17364817766693033,0.984807753012208,0.4877647001737884,False
2026-07-01 00:41:00,14,0.0,131.07142857142858,181.8,14,0.0,1.6666666666666665,1.2155001103996468,0.0,0.17794354547384172,0.9840406976462909,0.44945660637492824,False
2026-07-01 00:42:00,6,0.0,137.66666666666666,175.25,6,0.0,0.6382978723404255,1.2570658318114616,0.0,0.18223552549214747,0.9832549075639546,0.4403260743664062,False
2026-07-01 00:43:00,22,0.0,133.5909090909091,184.75,22,0.0,2.558139534883721,1.1771408212807317,0.0,0.1865240360087346,0.9824503977255098,0.4892864515878004,False
2026-07-01 00:44:00,11,0.0,120.72727272727273,180.5,11,0.0,1.0377358490566038,1.0233512551905133,0.0,0.1908089953765448,0.981627183447664,0.37532995650956424,False
2026-07-01 00:45:00,5,0.0,122.6,141.0,5,0.0,0.4310344827586207,0.9914982229031236,0.0,0.19509032201612825,0.9807852804032304,0.42515088242447485,False
2026-07-01 00:46:00,7,0.0,138.14285714285714,175.5,7,0.0,0.603448275862069,1.069786371261564,0.0,0.19936793441719716,0.9799247046208296,0.417531392250692,False
2026-07-01 00:47:00,9,0.0,149.66666666666666,221.79999999999998,9,0.0,0.8823529411764707,1.1464709202341687,0.0,0.2036417511401775,0.9790454724845838,0.4545544711513485,False
2026-07-01 00:48:00,6,0.0,110.66666666666667,155.25,6,0.0,0.5555555555555555,0.8324210479700376,0.0,0.20791169081775931,0.9781476007338057,0.42779540874180855,False
2026-07-01 00:49:00,5,0.0,146.0,178.2,5,0.0,0.6578947368421053,1.1374198517974914,0.0,0.21217767215644626,0.9772311064626789,0.4284563727860973,False
2026-07-01 00:50:00,16,0.0,130.5625,175.25,16,0.0,2.5,0.9786175991890695,0.0,0.21643961393810288,0.9762960071199334,0.4715905415319115,False
2026-07-01 00:51:00,10,0.0,145.2,175.45,10,0.0,1.1627906976744187,1.0754939090792857,0.0,0.22069743502150108,0.9753423205085127,0.420483224532089,False
2026-07-01 00:52:00,23,0.0,111.52173913043478,186.0,23,0.0,2.5,0.8174931855648445,0.0,0.224951054343865,0.9743700647852352,0.48751188388816113,False
2026-07-01 00:53:00,5,0.0,136.6,189.4,5,0.0,0.4166666666666667,1.06063986221832,0.0,0.22920039092241415,0.9733792584604485,0.4323221171485446,False
2026-07-01 00:54:00,19,0.10526315789473684,116.36842105263158,199.99999999999994,19,0.5,1.6101694915254237,0.8685711221067645,50.0,0.2334453638559054,0.9723699203976766,0.6189870633326118,True
2026-07-01 00:55:00,13,0.0,131.0,217.2,13,0.0,0.8904109589041096,1.0230336252140164,0.0,0.2376858923261731,0.9713420698132614,0.401287188488227,False
2026-07-01 00:56:00,12,0.0,110.66666666666667,164.59999999999997,12,0.0,0.8571428571428571,0.8636519923690223,0.0,0.24192189559966773,0.9702957262759965,0.39417190657764234,False
2026-07-01 00:57:00,12,0.08333333333333333,122.41666666666667,179.8,12,1.0,0.8333333333333333,1.0097771834302374,3.958333333333333,0.24615329302899303,0.9692309097067544,0.4375061089352532,False
2026-07-01 00:58:00,6,0.0,112.0,125.25,6,0.0,0.49180327868852464,0.9075413788544564,0.0,0.25038000405444144,0.9681476403781077,0.4513184153045019,False
2026-07-01 00:59:00,13,0.0,119.07692307692308,161.0,13,0.0,1.0483870967741935,1.0049503794645527,0.0,0.25460194820552756,0.9670459389139432,0.3802983874562701,False
2026-07-01 01:00:00,19,0.0,123.89473684210526,175.0999999999999,19,0.0,1.6964285714285716,1.0408519008761064,0.0,0.25881904510252074,0.9659258262890683,0.40866134778771,False
2026-07-01 01:01:00,18,0.1111111111111111,123.38888888888889,175.39999999999998,18,0.5,1.4516129032258065,1.0491271250539063,6.666666666666666,0.2630312144579748,0.964787323828813,0.4849202091516462,False
2026-07-01 01:02:00,8,0.0,117.625,154.7,8,0.0,0.5882352941176471,0.9789402541429785,0.0,0.26723837607825685,0.963630453208623,0.4000936594354862,False
2026-07-01 01:03:00,16,0.0,113.5625,181.25,16,0.0,1.25,0.9527286376921913,0.0,0.27144044986507426,0.9624552364536473,0.3855322241017247,False
2026-07-01 01:04:00,13,0.07692307692307693,122.46153846153847,166.39999999999995,13,1.0,0.8783783783783783,1.0247003459039319,3.461538461538462,0.27563735581699916,0.9612616959383189,0.43728370514981635,False
2026-07-01 01:05:00,23,0.08695652173913043,112.08695652173913,167.59999999999997,22,0.5,1.554054054054054,0.9326082870894468,2.3122529644268774,0.2798290140309921,0.9600498543859287,0.46937123081331983,False
2026-07-01 01:06:00,5,0.0,134.6,162.2,5,0.0,0.32051282051282054,1.142372387288318,0.0,0.28401534470392265,0.958819734868193,0.44464207037677217,False
2026-07-01 01:07:00,8,0.0,136.25,196.65,8,0.0,0.6153846153846154,1.134781198683541,0.0,0.2881962681340893,0.9575713608048144,0.4204981113643566,False
2026-07-01 01:08:00,23,0.0,119.0,180.7,23,0.0,1.7692307692307692,0.9612883603692589,0.0,0.29237170472273677,0.9563047559630354,0.4097948520702577,False
2026-07-01 01:09:00,28,0.03571428571428571,106.75,164.04999999999998,28,1.0,1.9444444444444444,0.8548226882165927,1.0896501457725947,0.29654157497557093,0.9550199444571866,0.5022682911828652,False
2026-07-01 01:10:00,20,0.05,118.9,177.25,20,1.0,1.149425287356322,0.9766925241789169,2.037974683544304,0.3007057995042731,0.9537169507482269,0.41151651519352433,False
2026-07-01 01:11:00,5,0.0,112.6,130.6,5,0.0,0.2976190476190476,0.9147034930950447,0.0,0.30486429902801077,0.9523957996432784,0.45268764316348564,False
2026-07-01 01:12:00,18,0.0,103.66666666666667,169.99999999999997,18,0.0,1.0714285714285714,0.8733501825329963,0.0,0.3090169943749474,0.9510565162951535,0.40027170497812925,False
2026-07-01 01:13:00,17,0.058823529411764705,116.52941176470588,185.2,17,1.0,0.9042553191489361,1.0387408566160086,3.4313725490196076,0.31316380648374953,0.949699126201877,0.417089467194728,False
2026-07-01 01:14:00,16,0.0625,119.25,184.75,16,1.0,0.9090909090909091,1.0676948465191403,2.162063953488372,0.31730465640509214,0.9483236552061993,0.4189133674084671,False
2026-07-01 01:15:00,13,0.0,129.07692307692307,184.6,13,0.0,0.8552631578947368,1.1303775255935844,0.0,0.3214394653031616,0.9469301294951057,0.3944438810494739,False
2026-07-01 01:16:00,16,0.0,113.4375,187.25,16,0.0,1.1594202898550725,0.9760197041381493,0.0,0.32556815445715664,0.9455185755993168,0.38438687425604895,False
2026-07-01 01:17:00,22,0.0,112.68181818181819,148.0,22,0.0,1.375,0.9681225606357751,0.0,0.3296906452627873,0.9440890203927842,0.40653916624342046,False
2026-07-01 01:18:00,16,0.0,113.5,159.25,16,0.0,0.9523809523809523,0.9602764464096869,0.0,0.3338068592337709,0.9426414910921784,0.37832329508990103,False
2026-07-01 01:19:00,27,0.0,113.88888888888889,175.8,26,0.0,1.6265060240963853,0.9685314821050882,0.0,0.33791671800332695,0.9411760152563706,0.40806212186229035,False
2026-07-01 01:20:00,5,0.0,162.4,176.8,5,0.0,0.26595744680851063,1.3937877195633794,0.0,0.3420201433256687,0.9396926207859084,0.5288156232439802,False
2026-07-01 01:21:00,23,0.0,108.6086956521739,165.39999999999998,23,0.0,1.3372093023255816,0.8816954734920872,0.0,0.34611705707749296,0.9381913359224842,0.40429007433584274,False
2026-07-01 01:22:00,12,0.0,118.25,180.34999999999997,12,0.0,0.6451612903225806,0.9675502027485723,0.0,0.3502073812594674,0.9366721892483977,0.3897195435368526,False
2026-07-01 01:23:00,30,0.03333333333333333,113.46666666666667,162.1,30,1.0,1.8072289156626504,0.9200284693494237,50.0,0.35429103799771583,0.9351352096860117,0.5814954240914267,True
2026-07-01 01:24:00,14,0.0,117.21428571428571,164.0,14,0.0,0.7216494845360826,0.9504668882101276,0.0,0.35836794954530027,0.9335804264972017,0.3855663533245261,False
2026-07-01 01:25:00,16,0.0,120.875,204.25,16,0.0,0.9523809523809523,0.9748932850439427,0.0,0.36243803828370164,0.9320078692827986,0.3831860104603772,False
2026-07-01 01:26:00,14,0.0,116.92857142857143,152.4,14,0.0,0.7368421052631579,1.010767723692527,0.0,0.36650122672429725,0.9304175679820246,0.39668383196870816,False
2026-07-01 01:27:00,15,0.0,107.46666666666667,164.1,15,0.0,0.872093023255814,0.9158031640009171,0.0,0.3705574375098362,0.9288095528719242,0.3839939206760447,False
2026-07-01 01:28:00,25,0.04,111.92,175.99999999999994,24,1.0,1.4044943820224718,0.9716101108104812,6.000000000000001,0.374606593415912,0.9271838545667874,0.4510388538735265,False
2026-07-01 01:29:00,20,0.05,118.2,211.55,20,1.0,1.1904761904761905,1.028891618193417,6.25,0.378648617352433,0.9255405040175664,0.45325239029288505,False
2026-07-01 01:30:00,21,0.0,126.76190476190476,178.0,21,0.0,1.1666666666666667,1.1015298519969263,0.0,0.3826834323650898,0.9238795325112867,0.3867539571015223,False
2026-07-01 01:31:00,16,0.0,113.875,168.25,16,0.0,0.8421052631578947,0.979524151253152,0.0,0.3867109616368206,0.9222009716704518,0.3774723439151523,False
2026-07-01 01:32:00,12,0.0,125.08333333333333,158.15,12,0.0,0.6185567010309279,1.0816173839497738,0.0,0.3907311284892737,0.9205048534524404,0.407221390136996,False
2026-07-01 01:33:00,19,0.0,123.94736842105263,175.29999999999998,19,0.0,1.0106382978723405,1.0401057237866596,0.0,0.3947438563842672,0.9187912101488983,0.367437249382057,False
2026-07-01 01:34:00,14,0.0,140.0,204.99999999999997,14,0.0,0.7954545454545454,1.1515665458992346,0.0,0.3987490689252462,0.917060074385124,0.42122124593141663,False
2026-07-01 01:35:00,22,0.0,113.81818181818181,157.9,22,0.0,1.3414634146341464,0.9037957538255313,0.0,0.40274668985873724,0.9153114791194471,0.39759038611342057,False
2026-07-01 01:36:00,15,0.0,100.53333333333333,172.29999999999998,15,0.0,0.9036144578313252,0.8150595105135403,0.0,0.40673664307580015,0.9135454576426009,0.4226180949714108,False
2026-07-01 01:37:00,26,0.0,116.57692307692308,190.5,25,0.0,1.5853658536585367,0.9660288272558049,0.0,0.41071885261347724,0.9117620435770886,0.39849443391367084,False
2026-07-01 01:38:00,14,0.0,111.92857142857143,159.5,14,0.0,0.7291666666666667,0.940772596375913,0.0,0.414693242656239,0.9099612708765432,0.39002271598636973,False
2026-07-01 01:39:00,14,0.0,135.71428571428572,188.0,14,0.0,0.7692307692307693,1.1642159523323625,0.0,0.41865973753742813,0.9081431738250813,0.4072406721439214,False
2026-07-01 01:40:00,14,0.0,128.14285714285714,204.75,14,0.0,0.7692307692307693,1.1074076623575153,0.0,0.42261826174069944,0.9063077870366499,0.4002229529633655,False
2026-07-01 01:41:00,15,0.0,124.66666666666667,194.09999999999994,15,0.0,0.9036144578313252,1.051336767564188,0.0,0.4265687399014583,0.904455145454368,0.3761369976128872,False
2026-07-01 01:42:00,28,0.0,127.85714285714286,187.09999999999997,28,0.0,1.686746987951807,1.0360702645904696,0.0,0.4305110968082951,0.9025852843498606,0.4100947472042313,False
2026-07-01 01:43:00,25,0.04,115.32,164.39999999999998,25,1.0,1.4705882352941178,0.9177005570502861,50.0,0.43444525740441703,0.9006982393225879,0.5668267366041992,True
2026-07-01 01:44:00,28,0.03571428571428571,127.42857142857143,192.95,28,1.0,1.4583333333333335,1.0086146850679798,4.4642857142857135,0.4383711467890774,0.898794046299167,0.43512100454445757,False
2026-07-01 01:45:00,20,0.05,128.8,207.2,20,1.0,0.9090909090909091,1.0330193435239985,3.3018867924528306,0.4422886902190013,0.8968727415326883,0.4297266471140858,False
2026-07-01 01:46:00,20,0.0,117.95,166.40000000000003,20,0.0,0.8620689655172414,0.9450025638051752,0.0,0.44619781310980877,0.8949343616020251,0.3706080504500321,False
2026-07-01 01:47:00,25,0.0,120.24,186.39999999999998,25,0.0,1.0330578512396695,0.9738307852152845,0.0,0.45009844103743496,0.892978943411137,0.3632312176283203,False
2026-07-01 01:48:00,19,0.0,122.42105263157895,194.29999999999998,19,0.0,0.8050847457627118,1.0038814860010878,0.0,0.45399049973954675,0.8910065241883679,0.3720793891815505,False
2026-07-01 01:49:00,15,0.06666666666666667,110.46666666666667,189.09999999999997,15,1.0,0.6696428571428572,0.8954245346590659,3.888888888888889,0.4578739151169567,0.8890171414857364,0.4683132791999511,False
2026-07-01 01:50:00,30,0.0,119.06666666666666,185.29999999999998,30,0.0,1.5151515151515151,0.9924244794918732,0.0,0.4617486132350339,0.8870108331782217,0.38712355917171387,False
2026-07-01 01:51:00,26,0.038461538461538464,120.46153846153847,178.0,25,1.0,1.1926605504587156,1.0206107295639057,2.884615384615385,0.4656145203251114,0.8849876374630419,0.40536455366071383,False
2026-07-01 01:52:00,26,0.07692307692307693,124.38461538461539,198.5,26,1.0,1.1304347826086956,1.049383042150384,3.658536585365854,0.4694715627858908,0.882947592858927,0.4247382539685457,False
2026-07-01 01:53:00,24,0.0,112.91666666666667,165.7,24,0.0,1.0344827586206897,0.946016794006366,0.0,0.47331966718484336,0.8808907382053855,0.371192131482941,False
2026-07-01 01:54:00,24,0.0,132.625,179.25,24,0.0,0.9917355371900827,1.1291151758056805,0.0,0.4771587602596084,0.8788171126619654,0.3884519589750861,False
2026-07-01 01:55:00,30,0.0,113.36666666666666,168.84999999999997,30,0.0,1.1538461538461537,0.9300667158208948,0.0,0.48098876891938763,0.8767267557075077,0.37316427782130196,False
2026-07-01 01:56:00,18,0.0,118.5,193.89999999999998,18,0.0,0.6923076923076923,0.9813591659880428,0.0,0.48480962024633706,0.8746197071393957,0.38156248510666724,False
2026-07-01 01:57:00,26,0.0,132.3846153846154,201.75,26,0.0,1.0655737704918034,1.0999182996963135,0.0,0.4886212414969549,0.8724960070727972,0.3897547235222337,False
2026-07-01 01:58:00,6,0.0,118.5,172.5,6,0.0,0.24590163934426232,0.971641277987379,0.0,0.49242356010346705,0.8703556959398997,0.4283703428971775,False
2026-07-01 01:59:00,22,0.045454545454545456,120.45454545454545,178.75,22,1.0,1.0576923076923077,0.978706435134491,50.0,0.4962165036752082,0.8681988144891423,0.5189335821936691,False
2026-07-01 02:00:00,21,0.0,120.47619047619048,173.0,20,0.0,1.0294117647058825,0.9986325146620585,0.0,0.49999999999999994,0.8660254037844387,0.36766701141417973,False
2026-07-01 02:01:00,27,0.0,131.14814814814815,209.79999999999998,27,0.0,1.4516129032258063,1.074429373810586,0.0,0.5037739770455263,0.8638355052043957,0.4117744483597502,False
2026-07-01 02:02:00,29,0.034482758620689655,127.96551724137932,196.0,29,1.0,1.4215686274509804,1.0270707461318693,3.793103448275862,0.5075383629607041,0.8616291604415258,0.43472842245844856,False
2026-07-01 02:03:00,18,0.0,123.38888888888889,183.39999999999998,18,0.0,0.8571428571428571,0.9974133516164662,0.0,0.5112930860770522,0.8594064115014527,0.36813838429023504,False
2026-07-01 02:04:00,24,0.0,113.16666666666667,182.2,24,0.0,1.0256410256410258,0.9076084678498721,0.0,0.5150380749100542,0.8571673007021123,0.3721161848588869,False
2026-07-01 02:05:00,11,0.0,113.81818181818181,198.5,11,0.0,0.4621848739495798,0.9236308484034264,0.0,0.5187732581605213,0.8549118706729466,0.43386157033060285,False
2026-07-01 02:06:00,23,0.043478260869565216,118.69565217391305,177.89999999999998,23,1.0,1.055045871559633,0.9737334326827459,6.304347826086956,0.5224985647159488,0.8526401643540922,0.4207612908343447,False
2026-07-01 02:07:00,22,0.0,132.36363636363637,206.64999999999998,22,0.0,1.0476190476190477,1.108508354021659,0.0,0.5262139236518696,0.8503522249955628,0.3962725269655805,False
2026-07-01 02:08:00,6,0.0,126.0,181.5,6,0.0,0.3061224489795918,1.0474981799435252,0.0,0.5299192642332049,0.848048096156426,0.4259571040934568,False
2026-07-01 02:09:00,24,0.0,124.375,169.64999999999998,24,0.0,1.3953488372093024,1.0295191392230019,0.0,0.5336145159156115,0.8457278217039733,0.3851067691653692,False
2026-07-01 02:10:00,22,0.0,101.54545454545455,176.74999999999997,22,0.0,1.2790697674418605,0.82523402536476,0.0,0.5372996083468239,0.8433914458128857,0.4315804652659876,False
2026-07-01 02:11:00,18,0.0,130.72222222222223,213.04999999999998,18,0.0,0.9278350515463918,1.0839686052623123,0.0,0.5409744713679939,0.8410390129643924,0.3947968343457702,False
2026-07-01 02:12:00,32,0.0,110.625,178.25,32,0.0,1.7391304347826089,0.8993810115277621,0.0,0.5446390350150271,0.838670567945424,0.42518004814524163,False
2026-07-01 02:13:00,26,0.038461538461538464,121.34615384615384,164.25,26,1.0,1.2745098039215688,1.0226931164300808,50.0,0.5482932295199138,0.8362861558477596,0.5433554692302346,True
2026-07-01 02:14:00,27,0.0,127.37037037037037,171.6,27,0.0,1.1065573770491803,1.0819518990705954,0.0,0.5519369853120581,0.8338858220671682,0.3810154248195717,False
2026-07-01 02:15:00,32,0.0,125.28125,183.6,32,0.0,1.28,1.0588176264972056,0.0,0.5555702330196022,0.8314696123025452,0.37607459395215437,False
2026-07-01 02:16:00,22,0.0,120.86363636363636,187.2,22,0.0,0.8148148148148148,0.9820802725554262,0.0,0.5591929034707469,0.8290375725550416,0.36683882920311484,False
2026-07-01 02:17:00,23,0.08695652173913043,131.69565217391303,199.79999999999998,23,1.0,0.8273381294964028,1.0875194708971738,11.304347826086955,0.5628049276950685,0.8265897491271886,0.48281318471625406,False
2026-07-01 02:18:00,22,0.045454545454545456,105.18181818181819,148.65,22,1.0,0.8461538461538461,0.839363438977804,1.812121212121212,0.5664062369248328,0.8241261886220157,0.47424731321749297,False
2026-07-01 02:19:00,20,0.0,107.95,196.70000000000002,20,0.0,0.7936507936507937,0.8842667614561005,0.0,0.569996762596303,0.8216469379421637,0.39773987720565246,False
2026-07-01 02:20:00,28,0.03571428571428571,119.03571428571429,169.5,28,1.0,1.1764705882352942,1.007117447476822,1.3486140724946694,0.573576436351046,0.8191520442889918,0.403127846841912,False
2026-07-01 02:21:00,25,0.0,123.64,202.3999999999999,25,0.0,1.0869565217391304,1.0572458416348705,0.0,0.5771451900372335,0.816641555161679,0.3749834903412308,False
2026-07-01 02:22:00,27,0.0,123.77777777777777,198.39999999999998,27,0.0,1.1440677966101693,1.0534221857309558,0.0,0.5807029557109398,0.8141155183563192,0.3738599862128034,False
2026-07-01 02:23:00,18,0.0,127.33333333333333,177.14999999999998,18,0.0,0.7377049180327869,1.098486547903011,0.0,0.5842496656374344,0.8115739819650123,0.38896024122712675,False
2026-07-01 02:24:00,36,0.0,131.0,192.25,36,0.0,1.5254237288135593,1.0885157303910218,0.0,0.5877852522924731,0.8090169943749475,0.40783904357956186,False
2026-07-01 02:25:00,24,0.0,115.29166666666667,183.85,24,0.0,0.8955223880597015,0.9226480295374397,0.0,0.5913096483635824,0.8064446042674827,0.3686176554983278,False
2026-07-01 02:26:00,16,0.0,107.6875,189.5,16,0.0,0.6153846153846154,0.8669893914983491,0.0,0.5948227867513413,0.8038568606172173,0.416786659886565,False
2026-07-01 02:27:00,25,0.0,129.24,168.6,25,0.0,1.0330578512396695,1.0679398161431375,0.0,0.5983246005706591,0.8012538126910607,0.3776554947542139,False
2026-07-01 02:28:00,25,0.0,110.48,151.6,25,0.0,1.050420168067227,0.9047543004082368,0.0,0.6018150231520483,0.7986355100472928,0.3913633509117006,False
2026-07-01 02:29:00,30,0.03333333333333333,107.53333333333333,189.49999999999997,30,1.0,1.1904761904761905,0.9056213935508864,50.0,0.6052939880428944,0.796002002534622,0.5470261500043498,True
2026-07-01 02:30:00,21,0.0,109.80952380952381,170.0,21,0.0,0.875,0.9628486960101696,0.0,0.6087614290087207,0.7933533402912352,0.37364055375975624,False
2026-07-01 02:31:00,33,0.030303030303030304,117.12121212121212,201.39999999999998,32,1.0,1.4102564102564104,1.0369290664440038,4.545454545454546,0.6122172800344493,0.7906895737438434,0.438946951425976,False
2026-07-01 02:32:00,31,0.0,117.51612903225806,164.0,30,0.0,1.1567164179104477,1.0233315004966812,0.0,0.6156614753256582,0.788010753606722,0.3735043489383832,False
2026-07-01 02:33:00,28,0.0,117.75,185.19999999999996,28,0.0,1.0,1.046740732559039,0.0,0.619093949309834,0.785316930880745,0.36339691862215684,False
2026-07-01 02:34:00,38,0.02631578947368421,129.26315789473685,197.89999999999998,38,1.0,1.3286713286713285,1.1344243141865604,2.067669172932331,0.6225146366376195,0.7826081568524139,0.4377415894799106,False
2026-07-01 02:35:00,34,0.029411764705882353,119.67647058823529,167.49999999999997,34,1.0,1.1258278145695364,1.0117038004529864,2.5973487986743993,0.6259234721840591,0.7798844830928818,0.39701101324139315,False
